Drug1,Drug2,Cell_Line,Tissue,Synergy,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5
doxorubicin,geldanamycin,NCI.H2122,lung,-0.548771403,-17.173843,-5.7701163,-8.793652,2.1225827,1.7187188,-1.9039108,-5.0535393,-2.9174707,-5.6172614,-4.580324,4.2931094,-2.3364325,-7.0210137,-5.9832935,-4.4136558,-2.285214,-1.5193075,-1.5307528,-33.26315,-26.279799,-9.034759,0.068103015,1.3196043,8.153634,-6.0607767
doxorubicin,391210-10-9,NCI.H2122,lung,-1.117306664,5.0994096,7.8653874,0.5929467,6.0259504,5.0787287,3.501182,2.028254,3.3058767,3.7567685,5.5798883,-5.7770042,2.6799161,-0.4948693,4.8154573,2.5407906,5.9988084,5.019825,4.032972,-0.4312567,-2.207994,9.039266,5.5038514,5.2896333,8.525468,4.28554
Erlotinib,Veliparib,NCI.H2122,lung,-11.31637261,1.2454251,0.9006657,0.54542035,-2.2378976,-3.2884786,3.115552,-14.591338,1.6245886,-5.280538,3.8800974,-2.0414648,-3.9032698,-2.4393408,-4.1046176,2.2361262,-0.95433724,0.01179374,-2.1661618,-4.2687716,-17.722078,2.4053743,6.583932,-1.6002238,-2.461664,3.8939676
Erlotinib,Bortezomib,NCI.H2122,lung,-0.604241732,2.927129,-4.0125165,-5.1419225,1.9438919,5.17055,-1.0397543,5.520447,-2.1316354,3.0026863,3.9067721,-1.5684134,2.47877,0.668162,4.453175,2.288877,0.43204218,-1.6172975,-2.4881067,4.3167915,1.5265048,-1.1663884,2.503266,5.139425,3.0538347,2.1424499
Erlotinib,Deforolimus,NCI.H2122,lung,10.77345478,11.540705,13.113164,15.445993,8.375425,11.51371,7.665408,4.820716,13.844868,10.551064,11.241458,9.687432,10.283542,12.961545,7.7544255,14.377398,8.628955,12.171424,14.806625,11.026215,5.0789013,7.3246403,10.745503,11.598166,10.321288,8.876574
Erlotinib,891494-63-6,NCI.H2122,lung,2.807066247,8.942148,3.2597873,3.8766851,-0.8829753,5.311416,1.5015445,1.518575,-0.6706216,7.112749,0.7848076,3.3250074,5.4401593,5.457387,1.1896251,1.6859958,3.9940593,4.7349696,4.88684,-1.0824523,2.1664376,2.5662756,-0.9937547,2.0853164,2.987161,4.366582
Erlotinib,391210-10-9,NCI.H2122,lung,14.36541203,13.399295,7.7582803,9.25824,6.9960628,8.92995,7.0933647,10.911998,9.486002,6.595285,12.102302,7.612473,12.873315,7.386426,7.746416,8.409798,11.341886,7.1377926,7.860697,12.123779,7.2647033,6.1243443,10.83758,9.226708,9.1921425,10.826358
Erlotinib,Sorafenib,NCI.H2122,lung,-7.815562498,-6.0665116,-5.709542,-6.581126,-8.004815,-4.656983,-0.6280047,-7.9212456,-5.304255,-11.29805,-6.5903854,3.8379765,-0.9163257,-5.393941,0.87392455,-6.5427465,-6.987692,2.4089932,-7.288791,-5.430014,-4.3894587,-1.9921576,-9.60934,-0.014791653,-6.2964206,-6.113604
etoposide,Bortezomib,NCI.H2122,lung,0.515323508,0.22811154,-0.47208056,-5.6309323,3.5834131,1.5030596,5.0345106,2.1815093,-2.257536,-19.399149,-0.5973584,-1.9452049,2.4002347,0.10642829,1.4940708,-1.8673633,-1.0097418,1.2856135,1.5742698,-0.270739,1.1506429,-4.7956123,3.7141998,5.532318,3.218819,-1.7700902
etoposide,Lapatinib,NCI.H2122,lung,8.028556503,7.773191,9.717588,11.47603,8.534385,6.074373,14.025218,8.727441,9.164152,4.778493,10.619907,7.9434457,6.8897996,8.076239,7.948897,9.665515,7.42451,5.869993,5.5443125,8.217047,8.155,6.572043,8.664718,6.204389,5.97782,8.061354
etoposide,391210-10-9,NCI.H2122,lung,6.208942295,7.01378,10.122249,7.3776536,7.942379,4.822956,10.444658,7.84174,7.1575575,4.3081574,7.3277874,5.9364347,4.1545615,3.7289205,6.4426184,3.4506931,2.68652,6.916487,4.918158,4.8144803,4.2669396,4.9554515,6.186697,6.344738,4.007721,6.3894477
geldanamycin,Dinaciclib,NCI.H2122,lung,-1.769339108,-2.394334,3.7714634,2.4559553,1.9455601,-0.6212477,-4.2593775,-4.7587714,-3.5883267,-1.2360891,1.096513,-8.993519,-2.7267044,0.29324937,-0.79346275,-3.3497007,-4.0964537,-5.522565,-1.6204574,-2.8211854,-2.3167894,-6.1003575,1.5950445,-0.5416245,0.78135455,-1.3427242
geldanamycin,891494-63-6,NCI.H2122,lung,1.99604499,-2.4468174,4.2343717,4.0732036,-2.1128778,1.7893701,-2.0680323,-0.005857997,3.5987184,-2.963215,1.0114871,-2.5469534,2.5417502,-3.1959665,0.0333801,-0.92644006,3.2252336,-3.286042,-4.1978717,0.5465351,3.4582846,-1.1509845,6.7655,0.8407252,-6.705577,-2.3535998
geldanamycin,Eloxatin (TN),NCI.H2122,lung,0.637296182,2.5103586,-0.44979915,1.7111214,4.9494877,-0.9454016,1.56708,-3.8321946,-1.0096253,-0.5832646,-2.1522236,-0.13877083,-2.097141,-5.3249807,-6.00448,1.4410162,-1.2147694,-2.5010922,-4.5693483,-4.644144,-17.040817,0.6997355,2.7778888,-2.7060452,-3.510173,-5.3277035
gemcitabine,Bortezomib,NCI.H2122,lung,0.385025465,0.17774509,3.296203,4.2611365,2.478299,7.204269,2.9545739,5.843222,2.3296843,4.0124826,1.9097577,-3.4130766,0.8885166,6.5402017,8.9659605,2.93464,3.7390866,0.52506787,-2.0821087,2.7836342,3.9771826,3.8245587,8.014398,0.5932253,0.8498353,-3.9751935
gemcitabine,geldanamycin,NCI.H2122,lung,2.523742624,1.0283202,4.3827534,4.643359,2.4527512,5.40494,7.049002,4.3278747,4.5620503,8.027835,-2.7148263,4.5351915,2.0761428,3.9136477,1.6754757,3.8079736,2.9793422,-0.38573852,0.2787202,5.7052484,2.5187664,2.0994294,4.026992,4.9194884,4.63003,3.484265
gemcitabine,391210-10-9,NCI.H2122,lung,7.74086632,10.961194,2.9923797,7.6810164,6.2644305,6.535125,8.729253,5.0862722,4.4733,5.499618,6.9816446,0.86260235,5.7885194,8.121846,4.840723,2.3630908,6.106481,3.9571333,3.7558188,8.023421,3.77499,9.143404,7.2753105,6.0162067,9.812077,2.5539944
L-778123 free base,Bortezomib,NCI.H2122,lung,-1.911990473,-6.4267273,-22.019726,-2.1194937,0.16351733,3.779682,-5.044539,2.656363,-14.635051,-10.529933,1.0258931,-8.734706,-0.8665396,-9.8639345,-0.508812,-5.2264643,-18.557522,-2.2946458,-12.620705,-2.5566344,-20.947414,-9.832763,-3.589233,4.1274953,-9.979322,-2.367042
L-778123 free base,MK-5108,NCI.H2122,lung,-5.379072229,-2.751014,-4.9727736,-6.3258123,-4.096774,-1.1711175,-5.056266,-5.668048,2.4646764,1.513965,6.392852,-0.57593304,2.7922637,0.8400561,-3.9823673,-1.9993473,-2.3556514,0.5589471,-4.581137,-0.54618484,-4.3641276,-0.5998357,-2.7830615,-1.8823006,-8.932553,1.3799388
L-778123 free base,Eloxatin (TN),NCI.H2122,lung,4.930035236,-4.2391844,-2.8614373,-1.3002744,-1.6359311,-2.807398,-1.4020597,-3.3535457,-5.3678236,-3.6869261,-3.3617659,-5.6265845,-8.749955,-3.6075222,-0.08776262,-3.3136,-1.4760427,-1.0979182,-3.0374086,-2.986897,-24.944563,-2.1387043,-1.3717378,1.3220942,-1.3752501,-9.094709
Lapatinib,915019-65-7,NCI.H2122,lung,13.59974431,5.9218307,9.382405,11.745207,6.464278,9.598853,13.563023,11.052928,11.140274,9.915012,8.34618,6.480296,2.8858066,14.392473,10.115694,11.651948,10.3231325,9.540255,7.6438837,14.600936,11.940798,11.3939295,11.131183,10.738709,9.729163,12.228738
Lapatinib,Bortezomib,NCI.H2122,lung,2.252349326,-0.66619235,-3.508572,1.5442578,0.5848762,1.5495969,8.484193,3.773299,-0.01288013,1.0498967,6.273613,-5.025522,-7.718466,5.098458,4.0293016,1.2661406,2.4487588,-2.6639102,1.5679181,4.549331,7.137214,-4.6694517,2.3665736,-0.88897675,5.591791,0.06598646
Lapatinib,Eloxatin (TN),NCI.H2122,lung,-8.594315344,-0.06673986,-0.4611131,-2.6946676,3.035767,-2.465941,-1.1066868,1.6129194,-3.1275496,4.110838,-0.551684,-6.2932687,-3.2049704,-3.0569248,-1.2470652,0.14886066,-0.49303085,0.5183181,-4.930582,-2.0669386,0.9685177,-4.3309,-0.8825974,-0.5979746,1.0372975,0.9649295
Lapatinib,391210-10-9,NCI.H2122,lung,24.5846634,6.907284,3.1379797,8.434874,9.208325,6.1243515,12.067255,6.001714,7.347072,6.0602036,9.461956,3.528913,-4.431785,8.232725,3.014331,8.312971,10.428178,6.028912,6.636056,10.308513,7.0700307,7.100565,7.8553176,6.699418,9.537209,13.04032
metformin,Dasatinib,NCI.H2122,lung,-34.4876852,-32.05167,-31.793898,-43.342587,-17.217398,-27.426956,-31.205515,-37.486546,-18.138874,-36.32038,-27.280579,-24.095873,-41.803406,-34.96124,-10.067652,-35.253975,-22.171263,-43.620113,-35.035416,-28.924938,-20.63409,-26.38378,-31.184967,-34.02205,-33.737453,-28.90256
metformin,Erlotinib,NCI.H2122,lung,-46.99803565,-46.505287,-32.898705,-47.945827,-42.88714,-24.675112,-27.349604,-40.152515,-42.82455,-35.608356,-32.769363,-33.32346,-41.843113,-45.862537,-31.327978,-45.246845,-40.718216,-35.1691,-49.614666,-31.9424,-41.631996,-37.069656,-37.504074,-33.568275,-31.130533,-33.076538
metformin,Niraparib,NCI.H2122,lung,-2.32772319,0.69937557,-0.43378755,0.5553202,0.5927265,-0.75014275,-1.7675493,-8.685624,-2.2080784,-1.4935921,-2.893566,-2.0656576,3.7218232,-4.638379,1.5260763,-5.3215857,3.9336443,-4.150414,0.14337355,0.48275974,-4.920668,-14.107954,-10.730344,-2.0757542,0.7371713,4.1969147
metformin,Deforolimus,NCI.H2122,lung,1.542333759,-5.3059587,-14.531643,-3.1616461,-4.921968,-14.366807,-7.799238,-12.6400795,-7.576685,6.7881694,-18.004639,-6.9021764,0.6595546,-1.6000445,-12.405434,-48.000835,-12.630559,-4.4892483,1.4487214,4.2698293,-10.972936,-26.125557,2.2858791,-25.81927,-17.788174,0.6986918
metformin,Sunitinib,NCI.H2122,lung,-6.512385872,-26.465803,-8.143596,-18.612349,-5.9192867,-9.569478,-9.884976,-7.239624,-13.270814,-11.405066,-20.538544,-21.251814,-39.696438,-20.66406,-2.1772757,-32.73588,-13.455795,-20.985168,-18.218317,-11.605212,-21.285416,-16.290901,-19.019917,-27.706703,-8.333422,-35.042557
methotrexate,Dinaciclib,NCI.H2122,lung,3.575588719,-0.1651361,-0.46852335,0.23497011,-1.6017689,-1.3143501,0.98353297,-3.3284843,-6.348204,-2.1089778,-2.3949637,-4.3150525,-2.7119598,-2.5705879,-3.7165184,-1.986034,-6.7202497,-1.7869834,-1.2178122,-3.7248573,0.07837228,-7.0028834,-0.97913384,-3.0008552,2.6561587,-1.791
methotrexate,Deforolimus,NCI.H2122,lung,-2.687639673,-2.5147266,-3.0914252,0.10520625,-4.736615,0.4620903,-5.110676,-4.316781,-1.4446281,5.4547224,-0.680397,-0.41678712,1.7501377,-1.0857482,4.808184,1.2907602,-0.21484658,1.6397493,-0.86014754,2.5525692,-3.6187634,2.0210028,0.06964526,1.8007215,0.8492814,1.3307024
mitomycin C,MK-2206,NCI.H2122,lung,17.70600291,9.109741,9.77201,9.851948,10.5513115,8.113128,7.0713067,15.534564,6.952759,9.864193,12.7661,4.8177032,3.0720816,2.7078047,9.53822,10.493978,16.012796,4.2306914,11.209317,4.5862784,11.538044,11.343137,11.974782,8.798391,9.15424,6.235571
mitomycin C,MK-5108,NCI.H2122,lung,5.425669587,4.80836,0.9992306,-2.68374,-3.7028933,-3.7561877,-3.2007618,0.32391518,-0.78276926,-2.329286,10.127335,-9.064776,-9.857917,-4.012538,-0.2149024,-5.063515,-0.8922025,-5.7842407,-6.390788,-1.491806,-3.516598,-0.13264532,-3.4040768,6.44155,-0.57775265,-5.0836196
mitomycin C,Sunitinib,NCI.H2122,lung,-4.298814604,-5.4693437,-5.153653,-10.75792,-12.950497,-8.279386,-7.3373237,2.7886915,-6.747504,-4.9119782,-8.617647,-20.791418,-5.3645287,-6.734692,-13.842671,-0.2660903,2.6969662,-7.9677744,-11.410602,-3.2962112,-12.625724,-4.504724,-10.27975,-10.483294,-14.131426,-0.43131745
MK-2206,Dasatinib,NCI.H2122,lung,1.445599551,-24.788708,-18.135916,-39.13486,-30.100798,-24.871405,-21.337124,-36.705696,-22.19859,-37.17361,-35.43685,-25.707125,-15.632674,-19.54259,-25.623682,-3.6269743,-32.116776,-15.842381,-21.853115,-21.588516,-18.35919,-36.328156,-25.039696,-17.403372,-19.250683,-18.42128
MK-2206,Eloxatin (TN),NCI.H2122,lung,-12.00602728,2.5769215,-0.35021552,1.4615227,3.4249904,0.46465498,-2.1042063,-0.8223412,-1.2051947,1.8843656,0.26052547,-4.6365895,-1.8834903,-6.3973365,0.39011464,2.064356,0.9700715,2.374138,-3.5029922,-3.9489563,1.2235107,0.81733733,0.18692665,2.4110668,-2.73929,0.75893515
MK-2206,7-Ethyl-10-hydroxycamptothecin,NCI.H2122,lung,11.7509367,1.7444198,4.9911656,3.6187093,0.8656912,-0.40897155,8.638067,1.27962,-1.0450686,2.545984,0.5882334,5.785394,4.194393,-0.72239184,-2.8534524,1.8929964,2.1435823,4.358246,1.000376,6.7499237,0.35162482,-4.448457,-4.8394303,0.97353715,3.1244276,-2.356063
MK-2206,topotecan,NCI.H2122,lung,6.264430784,3.7261157,4.171069,4.1529593,1.3450364,-0.57977235,8.787401,1.6528441,3.2830849,7.746958,7.019838,5.968156,4.8306203,5.458098,0.38805407,5.0379515,7.806117,5.5983152,5.8883057,7.792284,-0.04178854,3.1087654,8.529616,2.1075478,5.487112,4.3631315
Niraparib,Veliparib,NCI.H2122,lung,-1.007448822,5.4533005,1.3910768,3.3592875,6.998122,7.790865,-2.059998,2.2831295,2.8471847,7.0697255,3.3630493,8.285504,11.990555,10.648492,6.4080143,0.50584424,2.2392316,11.120169,4.895794,7.083223,3.6110983,6.7944493,3.4415553,6.220569,3.266153,14.000703
Niraparib,MK-2206,NCI.H2122,lung,23.74883185,5.2870975,5.8245115,2.9015324,3.8163536,6.2159104,10.482537,11.887951,6.9465632,6.0606103,7.029478,2.6783519,1.9490645,10.155012,7.1908274,7.8438563,8.682809,8.07015,10.8196125,5.8623614,13.792755,10.129372,14.553993,4.9169984,7.6703835,5.0689473
MK-5108,Veliparib,NCI.H2122,lung,1.132633096,-20.165773,-3.5383701,-10.477286,-15.155152,2.840598,-0.35765487,-15.331767,-3.5251281,-0.08875963,-1.7320415,-7.886367,0.17172761,-3.2120504,0.5362248,-0.70441854,-5.589457,-7.580558,-10.654749,-3.2720993,-18.035076,-4.782119,-9.085511,-2.98636,-10.727392,-10.611107
MK-5108,Bortezomib,NCI.H2122,lung,-2.984431937,-11.317106,-13.327743,-20.695175,-7.59927,-15.329264,-18.225935,-19.46416,-6.264336,-6.1385384,-18.36486,-8.871416,-27.653086,-13.6111765,-21.277063,-11.226031,-4.7839684,-4.263182,-8.04046,-4.3783793,-22.955578,-9.4187565,-6.4060183,-34.95511,-11.126273,-6.9189253
MK-5108,891494-63-6,NCI.H2122,lung,-2.417612848,-16.229654,-3.1967003,-10.904838,-3.0167115,-3.8165877,-9.092053,-5.817445,-15.168726,-8.509953,-4.4932027,-8.228193,-1.4799179,-5.09946,-6.99989,-5.6610165,-0.49331164,-9.878589,-16.57488,-0.17831954,-7.5207243,-2.4356332,-8.885083,-14.923414,-13.382858,-1.745088
Deforolimus,915019-65-7,NCI.H2122,lung,29.08711334,9.07724,6.294902,14.055945,9.691509,12.237519,10.899897,14.800814,13.692216,12.589036,10.773179,14.55403,10.659915,11.009709,13.276858,14.643513,9.502676,14.619116,7.9465632,13.044197,8.609594,10.03118,11.334042,15.212883,9.71559,12.0030365
Eloxatin (TN),Sorafenib,NCI.H2122,lung,-16.96752819,-20.646738,-18.879852,-15.886094,-8.69229,-12.75581,-14.48017,-19.017311,-11.046474,-19.446484,-11.991548,-18.342134,-8.281983,-14.301805,-9.444404,-7.241808,-14.017355,-5.9822555,-11.198075,-14.057889,-4.79057,-3.5827706,-11.785036,-10.844592,-18.90206,-14.782208
paclitaxel,MK-1775,NCI.H2122,lung,-10.02877501,-34.008587,-17.51235,-45.71443,-48.659966,-30.57092,-16.391693,-21.56036,-20.852793,-24.586014,-9.305351,-41.742863,-25.45051,-25.8666,-38.61379,-32.979923,-15.587598,-6.635264,-20.4463,-14.280899,-1.6053289,-23.25511,-24.954136,-15.249306,-16.141394,-22.532455
paclitaxel,915019-65-7,NCI.H2122,lung,-75.58493492,-25.240007,-25.025301,-38.348248,-33.35167,-30.512661,-8.923368,-2.5930295,-26.835623,-31.999166,-11.3800745,-18.428247,-29.640848,-15.750684,-17.607874,-17.623495,-7.553252,-1.5541655,-17.977108,-11.595517,-29.609451,-5.30973,-24.398785,-16.664743,-25.176378,-24.091923
paclitaxel,Dinaciclib,NCI.H2122,lung,-2.31005637,-21.612476,-9.68495,-45.413605,-36.94837,-39.03182,-23.915102,-26.477169,-18.19178,-10.69848,-10.431931,-35.028683,-23.966314,-24.511301,-13.40148,-45.55325,-15.06009,-11.357371,-44.741833,-11.47473,-9.889986,-26.660051,-28.144459,-13.044903,-19.392756,-39.68274
paclitaxel,Lapatinib,NCI.H2122,lung,-2.289513933,-10.638009,-7.6006756,-5.897558,-3.9465477,-0.41436428,-4.60132,-8.834566,-3.257267,-10.575692,-0.7835363,-16.528954,-7.644427,-7.349935,-2.9739306,-24.753935,-0.40768665,-7.4508567,-3.7109215,-5.4353104,-8.844312,-7.43577,-2.9212587,-4.5526705,-18.152477,-19.9194
paclitaxel,Deforolimus,NCI.H2122,lung,-5.844382536,-8.039016,-6.145548,-13.798188,-5.806646,-5.3817134,-3.7733805,-10.803018,-11.251386,-3.2619185,-6.5004244,-17.000208,4.736044,-7.55656,0.6150578,-3.6386065,-8.097533,-2.5665522,-3.4142306,-7.9760075,-12.628918,-3.745208,-3.82861,3.1101685,-3.7338083,-3.6450682
paclitaxel,891494-63-6,NCI.H2122,lung,-81.47170295,-19.162886,-6.052482,-10.595359,-4.674628,-4.330979,-16.847021,-7.074346,-12.623795,-12.0409775,-11.586311,3.6097438,-5.284848,-30.521181,-1.4965166,-11.049465,-2.0882916,-10.928302,-38.397564,-8.688945,-15.457656,-10.535384,-22.0582,-10.62103,-54.94936,-18.069471
paclitaxel,391210-10-9,NCI.H2122,lung,-63.30765105,-17.006939,-10.621587,-31.474987,-40.67798,-44.51174,-7.751823,-32.35195,-11.180978,-18.71926,-25.561073,-22.032673,-53.59541,-27.21596,-37.55231,-38.462547,-8.366732,-7.3480196,-36.842773,-10.986231,-30.119007,-10.346035,-38.33484,-7.882217,-56.178635,-21.684708
paclitaxel,temozolomide,NCI.H2122,lung,-78.72787729,-13.847789,-25.723679,-29.752714,-28.295185,-16.740118,-25.894955,-44.842422,-39.85013,-15.297353,-20.501736,-29.353142,-45.795753,-26.997803,-52.07241,-48.698963,-20.398672,-23.285631,-17.13675,-27.598406,-31.811144,-30.909029,-31.048368,-28.81265,-25.384771,-31.596464
paclitaxel,Vorinostat,NCI.H2122,lung,-1.161714897,-19.479824,-4.9407406,-34.545364,-32.533936,-5.4444857,-11.6449,-17.804277,-19.476875,-18.443506,-11.280745,-34.872482,-34.153004,-12.853889,-4.6705575,-19.186289,-7.003598,-3.59802,-22.71914,-14.211655,-4.189144,-24.278145,-30.75067,-25.230028,-3.7353547,-19.156237
391210-10-9,Veliparib,NCI.H2122,lung,-14.38764529,-1.9999715,8.8376465,1.5032232,5.608061,3.9815,9.129015,3.579527,6.472031,2.1384706,5.5286193,10.298251,5.511503,8.194733,5.9130435,5.6965637,11.113818,5.377446,2.5507822,-2.0512464,12.516787,5.940998,6.610904,-5.551265,9.403629,8.639108
391210-10-9,geldanamycin,NCI.H2122,lung,6.04260553,3.9897044,9.222992,4.509707,4.7798634,5.9175053,4.7484736,2.8649454,4.2173815,3.3216355,5.0920835,0.5311154,-1.5150698,1.3441293,2.721634,5.1690197,6.991775,2.1951308,3.277878,1.7092873,-0.10674327,4.8108287,4.6674757,5.537027,4.5221486,-0.120214574
391210-10-9,7-Ethyl-10-hydroxycamptothecin,NCI.H2122,lung,6.353505584,-0.11223529,1.0757573,0.7404807,2.9275153,3.6312609,2.8829496,2.8745155,2.137046,0.98686576,0.4816615,3.672361,5.1320205,0.7195044,3.6579938,2.8985739,6.2185507,6.472777,7.157159,1.7574297,1.9529383,-2.9705803,0.48078415,1.8887515,3.5079937,-0.31869286
7-Ethyl-10-hydroxycamptothecin,891494-63-6,NCI.H2122,lung,5.34361368,-3.5644395,0.4445649,1.6113065,4.354086,0.6391425,2.5719852,-0.28543332,0.69147384,6.3502445,-3.4331915,4.328621,2.8677402,-0.049125582,1.6287261,-1.0082139,2.6333117,4.0312443,-6.651829,2.6351233,6.0387053,-0.10096475,-4.160502,-2.3927593,2.0268505,0.8782234
Sunitinib,915019-65-7,NCI.H2122,lung,5.181975053,5.4260745,4.561478,8.146618,5.5249233,5.8642416,6.21913,-0.69670385,7.4293303,8.85904,8.127078,9.62531,4.000485,5.735241,4.978338,3.3994892,3.8015573,1.1773742,3.6464531,7.1012053,3.283489,6.747471,6.5416236,8.612482,11.171953,0.9136955
temozolomide,Bortezomib,NCI.H2122,lung,-37.35682433,-17.484907,-18.23431,-15.519972,-16.991247,-12.264954,-23.589407,-19.666843,-18.923494,-10.204916,-16.13206,-15.092218,-10.896302,-11.026677,-20.382132,-14.787348,-28.567097,-15.161482,-10.456719,-7.887973,-18.676651,-14.584901,-22.792877,-38.38422,-23.766907,-13.359712
temozolomide,Dinaciclib,NCI.H2122,lung,-9.041401257,-12.013819,-13.122901,-10.343682,-13.944248,-14.6956835,-12.109509,-10.905942,-12.57185,-8.416922,-13.184463,-17.950237,-1.2922505,-9.5622015,-14.306525,-7.399115,-19.175909,-12.548938,-6.7447133,-3.410759,-5.9319954,-13.068275,-8.186248,-10.526367,-14.889635,-11.078716
temozolomide,geldanamycin,NCI.H2122,lung,-13.58483547,-7.1294794,-6.5419774,-7.3959947,-2.2569423,-0.6493882,-16.631023,-9.791838,-8.280649,-6.6884513,-4.688895,-5.65286,-9.801952,-9.853944,-9.254623,-10.496877,-4.4603624,-9.670101,-8.595548,-8.077353,-0.31002995,-25.859512,-0.002729537,-16.074722,-12.219663,-6.2477865
temozolomide,Lapatinib,NCI.H2122,lung,-7.645574825,-8.579111,-13.620637,-15.179753,-16.845749,-11.88692,-13.766569,-14.08422,-13.072222,-20.291458,-10.814673,-21.135122,-20.522305,-16.155823,-12.38411,-17.624859,-19.019196,-16.37199,-11.455397,-15.176187,-9.410861,-12.418146,-2.775748,-3.174626,-11.548042,-17.3165
topotecan,Dinaciclib,NCI.H2122,lung,1.750567804,0.5149978,2.2532747,0.3901225,3.4301102,-0.8762727,2.938652,4.2532983,4.333627,4.3129535,5.0568733,0.47073397,-1.9984126,3.5377738,1.3222578,1.4279425,2.5262833,2.8765223,4.7806516,0.2069819,2.9583464,-2.558006,5.761531,-1.6770023,2.2862606,1.4575063
vinblastine,Dinaciclib,NCI.H2122,lung,-1.880066489,-2.902955,-2.4705026,-0.8128202,-0.30306128,-2.2706234,-10.306224,2.191271,-1.6414269,5.31148,1.428223,0.4588721,-6.2341514,-0.7672251,-0.55641496,-5.2855625,-13.156634,-10.820046,-1.5725288,-3.5023546,0.44969726,-3.7566571,2.9239426,-11.424985,2.6009278,-5.4771423
vinblastine,Lapatinib,NCI.H2122,lung,-2.169176961,0.4327956,3.039167,2.0463564,-1.2137957,4.130327,4.515711,1.918379,5.02207,6.8544126,5.695279,1.1167502,-14.062709,4.9408865,4.344968,1.955108,-3.7625198,-2.9853806,-0.08227787,1.4060816,3.8474412,5.086552,2.2643423,2.4012787,6.187595,4.839526
vinblastine,MK-5108,NCI.H2122,lung,3.617393315,-18.333794,-25.455072,-18.694185,-11.754717,-12.937918,-24.437153,-13.364402,-20.37058,-27.45577,-28.63753,-15.442407,-59.044384,-44.189545,-32.121166,-24.792414,-18.228888,-10.034149,-14.053687,-11.623692,-33.77749,-8.433774,-15.955182,-32.903187,-8.376127,-19.217916
vinblastine,Sorafenib,NCI.H2122,lung,2.000859301,-3.8903878,-3.8049588,-0.5984743,-8.916215,-0.7171653,-10.635173,-2.144141,-0.8381651,0.30713558,1.1840601,-5.153087,-0.8714343,-0.9194872,0.22412163,-2.108779,-11.990981,-10.772794,0.7125699,-6.0235763,-11.715207,-14.02089,-2.9515455,-5.0212555,-0.07401479,-6.353142
vinblastine,temozolomide,NCI.H2122,lung,-14.1087401,-11.056453,-17.393969,-16.793268,-11.589177,-11.585127,-33.91075,-22.30109,-17.080873,-10.566956,-24.759222,-14.410294,-21.781649,-16.246515,-26.954382,-33.677044,-36.862133,-15.445147,-0.94283867,-10.855099,-18.83455,-19.220581,-19.996347,-41.05264,-24.481325,-11.254796
vinorelbine,915019-65-7,NCI.H2122,lung,-0.008025115,2.9345992,-4.6526446,4.513341,0.061037544,4.172523,2.4341388,1.7537966,-3.0827959,-0.9835732,0.7914984,-0.2529742,1.2161192,2.753054,0.21343163,1.3678974,-4.5916133,0.70972633,4.476801,2.4636202,-3.1563692,3.5092263,0.39448556,6.153719,1.1571871,0.94114655
vinorelbine,Sorafenib,NCI.H2122,lung,-7.565270581,-3.3971846,-3.8286211,0.41715398,-5.216195,-2.543015,-8.103224,-12.418624,-8.191843,-6.5446687,0.23948391,-7.272209,-9.061151,-2.620234,-3.4091425,-6.60542,-4.555715,-12.03348,-5.6108837,-5.308885,-5.8553944,-10.004967,-6.0218077,-3.4524865,-2.3263707,-15.113994
Vorinostat,915019-65-7,NCI.H2122,lung,6.00582552,7.7648134,7.006446,8.309577,5.3556147,10.693655,9.844565,3.4033864,7.3849554,9.713763,8.305405,7.2227073,6.8252196,6.963448,7.1927648,7.74531,6.764999,9.016117,6.656901,7.5007577,7.426166,10.342095,5.446488,6.511469,4.600491,9.215836
Vorinostat,Bortezomib,NCI.H2122,lung,4.164648634,0.8665204,0.465228,2.6879895,0.98145527,2.656511,1.2666789,0.90770954,-3.021778,4.386306,1.5337543,4.383684,0.82838196,0.41523486,2.7693143,1.1088268,-2.8479662,0.6514157,2.2232957,2.5078382,-0.58215594,1.0446687,4.643888,4.030593,2.8053243,1.5558887
Vorinostat,MK-5108,NCI.H2122,lung,2.226781491,-4.961644,1.260969,-4.1825237,-1.1655034,-5.957038,-8.833314,1.0287867,-1.7436645,1.4498514,3.7708144,-4.293329,0.60313356,-6.2331214,-7.5832143,-2.1553688,-0.935547,-1.0712003,0.9360949,-2.3696382,-3.8325946,6.2786026,-9.52321,-5.4857554,-1.9328303,-1.346665
Vorinostat,topotecan,NCI.H2122,lung,6.461835318,3.1447525,3.784185,4.83844,5.7167916,3.261099,7.8164625,3.2150946,8.2253475,6.7588196,10.84975,1.7029103,2.4602754,3.9524753,2.7889888,6.0748334,5.6818523,6.194261,9.418412,4.0093913,4.8859444,7.7935276,11.850871,4.410691,5.7436643,7.1659746
5-Fluorouracil,Erlotinib,NCI.H23,lung,2.473673499,-1.5551939,0.91891813,-0.5954556,-3.7864273,0.12677374,0.07508533,-1.5045532,1.1246338,2.1983526,-1.8551165,1.1282895,3.3430724,1.2566395,2.1019464,1.0502677,-13.046807,-0.10196107,-0.7110374,-3.0337903,0.75107116,-0.34493387,-2.241464,0.29790664,-10.959074,-2.3484173
