Drug1,Drug2,Cell_Line,Tissue,SynergyRank,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,Borda,Markov,MC1,MC2,MC3,BMARC,BMARCW,CEMC_k,CEMC_s,RankBoost,BIRRA,RRA
Carboplatinum,MK-2206,NCI.H520,lung,3843.5,0.16026807,0.70876265,0.7620074,0.7389042,-2.8760147,-0.088343196,-2.2789574,2.241078,-0.9120907,-1.6742307,1.3463169,-2.7961082,-3.0505877,-1.1347009,-3.0386217,-0.1934265,-1.6592851,2.4383912,-4.127215,1.549043,0.19577703,-4.777352,-3.053594,-4.299899,-1.5930141,2508,2278,2470,2398,2470,2278,2277,2552,2508,2474,2556,1952
Carboplatinum,Deforolimus,NCI.H520,lung,1559.5,1.0444995,-3.7574115,-2.769699,-1.4031255,-3.6730058,7.3241873,-0.072759844,0.042689174,-0.7216657,0.77674603,-1.5311977,-2.8865092,-4.901285,-2.8194523,-1.2607129,0.20032509,-7.969134,4.097756,-7.5868096,4.974006,4.3316836,-7.1692715,-5.2040854,-1.1316843,-2.43095,2542,2531,2530,2574,2530,2531,2544,2577,2542,2539,2447,2706
Carboplatinum,Sorafenib,NCI.H520,lung,3751.5,-1.9311322,-7.145319,-8.066703,-6.3788366,-8.026255,-4.6307034,-2.0490425,-10.922226,-1.7937944,-0.48061424,-0.3663953,-3.626728,-2.0269241,-5.7786875,-3.8715308,-2.7824225,-5.681346,-6.6903186,-4.8000913,-1.4542251,-0.50232905,-6.329277,-5.7690616,-1.6414957,-9.774424,3319,3143,3270,3223,3270,3143,3147,3302,3319,3281,3404,3148
Carboplatinum,Vorinostat,NCI.H520,lung,2149.5,-5.5412645,-3.5779033,-3.794422,-0.085555494,-6.967328,-3.9519107,-4.3472285,-2.0449443,5.322418,-0.37183976,-1.9555575,0.16470744,-3.186053,-4.9455028,-6.084185,-7.1316714,-4.558214,-4.193001,-4.806918,2.7413507,-4.380601,-4.5587873,-3.951434,-2.176613,-6.5249467,3058,2906,3026,2997,3026,2906,2914,3239,3058,3026,2864,2657
cyclophosphamide,Lapatinib,NCI.H520,lung,3733.5,-8.758925,-1.5727443,-3.736574,-0.38649362,-0.99786300000000006,-2.205239,-3.6583073,-2.999288,-3.6567786,-4.9576807,-11.353109,-3.0325577,-3.1537318,-11.60565,-7.04255,-3.572956,-1.5523324,-8.077574,-7.223727,-2.2424114,1.9209257,-4.6127534,-0.80635375,-7.710615,-3.8065224,3248,3265,3223,3233,3223,3265,3279,3172,3248,3226,3277,3322
cyclophosphamide,Niraparib,NCI.H520,lung,4347.5,-17.540375,-19.196411,-23.331999,-15.486197,-6.6507645,-9.442567,-9.287654,-1.5889763,-4.1952686,-9.227975,-7.2567935,-18.44317,-0.8139466,-7.8668027,-14.745548,-13.254125,-16.907747,-17.572311,-12.162727,-19.562895,-26.0003,-7.0362597,-9.540361,-12.553372,-14.67632,4289,4331,4331,4330,4331,4331,4330,4359,4289,4334,4367,4656
cyclophosphamide,MK-5108,NCI.H520,lung,4905.5,-18.337217,-7.878695,-9.044757,-10.636117,-11.617459,-14.347169,-22.808062,-4.0386953,-3.0389085,-25.11676,-18.16562,-6.1055713,-8.592406,-54.996372,-12.58427,-15.268234,-20.36142,-22.252384,-11.383297,-27.730131,-35.13573,-19.714287,-16.738495,-19.682304,-19.043316,4554,4838,4634,4743,4634,4838,4844,4661,4554,4634,4567,4689
cyclophosphamide,Sunitinib,NCI.H520,lung,4897.5,-31.703611,-27.035616,-32.546417,-19.930687,-26.702032,-10.709362,-40.458065,-11.826592,-28.795977,-18.873272,-14.122546,-4.259361,-20.68578,-26.850624,-47.634346,-36.15887,-21.597263,-24.937222,-35.130394,-26.433636,-31.74169,-17.537844,-30.33895,-6.5889215,-18.484558,4940,5055,5026,5050,5026,5055,5055,5083,4940,5029,4856,5210
Dasatinib,Deforolimus,NCI.H520,lung,197.5,8.532417,6.1109505,3.997644,3.2447398,3.3400035,0.72193736,3.1631417,9.917643,9.195842,7.153615,6.3199778,2.651728,0.5463897,4.13512,4.362381,2.596364,1.4915816,4.898862,7.30895,9.493244,5.3660207,7.477836,6.8268495,6.842381,2.0081341,773,878,768,775,768,878,871,800,773,759,871,928
Dasatinib,7-Ethyl-10-hydroxycamptothecin,NCI.H520,lung,2983.5,0.08776286,-0.6522208,2.7345803,0.081941545,-0.059241667,-2.6291234,-4.6680326,-1.0141997,-0.3245394,-2.940095,-2.414151,-2.1751359,-4.884437,-1.1200157,-1.0103055,0.9395521,5.693156,-1.0926949,1.8599453,-1.0115231,-2.1557727,-2.3837323,-4.1978803,-1.1208178,0.7030095,2467,2338,2443,2402,2443,2338,2351,2474,2467,2427,2542,2340
dexamethasone,915019-65-7,NCI.H520,lung,4743.5,-4.4546742,-21.438036,-8.898209,-15.327681,-18.388266,-6.7149405,-9.174108,-19.99016,-21.712063,-14.482549,-14.313119,-12.36805,-6.3431563,-8.25333,-15.645019,-2.93325,-11.9794445,-6.1068077,0.6064801,-5.013049,-19.796452,-15.981608,-18.050516,-14.40143,-14.025076,4261,4292,4304,4308,4304,4292,4288,4388,4261,4299,4206,4184
dexamethasone,L-778123 free base,NCI.H520,lung,4041.5,-6.9103284,-11.494846,-5.285786,-6.8599515,-14.266598,-12.492715,-8.761324,-9.861608,-10.908889,-12.342248,-1.7577001,-8.598708,-11.795502,-4.267141,-13.327228,-13.117034,-11.478557,-7.2726717,-11.846808,-3.9741907,-2.154912,-16.612942,-7.2237024,-14.175142,-16.151882,4095,3993,4056,4039,4056,3993,3993,4211,4095,4064,3967,3788
dexamethasone,MK-2206,NCI.H520,lung,4427.5,-4.3453484,-9.421013,-6.0966096,-15.078535,-12.539187,-9.756304,-11.094448,-9.756445,-11.491936,-6.7234373,-3.825945,-9.032857,-8.642098,-9.355283,-17.20904,-3.9777548,-13.69602,-14.412579,-3.7660174,-11.24223,-10.376063,-17.909786,-4.1670756,-16.117378,-8.414274,4127,4014,4099,4062,4099,4014,4019,4129,4127,4098,4062,3915
dexamethasone,MK-5108,NCI.H520,lung,4279.5,-12.471476,-14.837506,-15.448709,-11.988722,-11.918132,-15.032344,-27.849829,-13.317153,-12.778814,-18.63387,-14.167824,-13.240088,-8.0425160000000009,-17.876837,-15.777825,-16.346941,-18.221954,-11.182445,-15.698568,-23.360565,-30.717512,-22.712494,-10.002647,-23.573038,-12.244106,4611,4551,4576,4565,4576,4551,4547,4504,4611,4570,4523,4488
dexamethasone,Sorafenib,NCI.H520,lung,3693.5,-6.630838,-0.95081,0.94245553,-7.7598815,-3.9323568,-11.262647,-6.7905107,-9.67308,-7.0592904,-2.7435327,-0.63852316,-5.214932,-2.0695794,-5.000878,-6.6458907,-7.24508,-5.5785184,-6.937412,-8.474518,-11.071153,-8.427837,-7.9388328,-1.1346923,-6.989825,-6.4281616,3573,3451,3555,3511,3555,3451,3446,3715,3573,3546,3731,3224
doxorubicin,Veliparib,NCI.H520,lung,5447.5,-8.383994,-11.270231,-12.343596,-13.169485,-21.135578,-25.314442,-24.301517,-14.64447,-15.794308,-16.490835,-25.123594,-24.266867,-14.413184,-9.719553,-7.234638,-21.26984,-10.2828,-24.994635,-16.053583,-17.097635,-28.507584,-25.468697,-14.442078,-22.15369,-15.085744,4682,4634,4663,4645,4663,4634,4634,4525,4682,4649,4629,4403
doxorubicin,L-778123 free base,NCI.H520,lung,3753.5,0.8270534,0.7912943,2.4558856,-0.9974758,-1.4445794,-1.175005,2.8537517,-0.76922095,2.582992,0.6914938,1.8302352,3.872112,4.044338,1.16408e-4,6.5344453,0.54468083,0.124441914,2.877105,1.0793211,0.5197948,1.9660454,2.4977834,-0.33268717,0.8919634,1.0024664,1690,1457,1680,1590,1680,1457,1483,1795,1690,1691,1762,1173
doxorubicin,Lapatinib,NCI.H520,lung,4275.5,-7.239018,-14.425862,-4.6462474,-12.997038,-13.647708,-7.5111237,-11.394905,-10.106991,-7.6986437,-9.563773,-6.9763722,-12.310466,-5.132182,-5.69653,-12.023321,-8.054616,-7.715739,-10.526098,-9.131496,-9.362936,-13.510791,-12.000454,-10.353746,-7.7057986,-13.123711,4157,3892,4065,3992,4065,3892,3889,4041,4157,4061,4175,3604
doxorubicin,MK-5108,NCI.H520,lung,4239.5,-7.4277477,-5.1642632,-2.2540593,-7.259359,-9.768306,-4.5455956,-2.1986127,-4.86529,-5.5543427,-4.8475623,-12.315995,-0.8368607,-6.046074,-8.253042,-3.943301,-4.4937825,-4.1126904,-1.251331,-6.9021406,-5.027524,-3.5515969,0.2742241,-3.1080346,-2.368646,-2.560737,3381,3346,3323,3317,3323,3346,3349,3365,3381,3319,3375,3452
doxorubicin,Deforolimus,NCI.H520,lung,1647.5,-0.7808115,-2.029303,1.2552022,2.0190032,0.828546,-2.800717,2.6732488,1.211697,0.79830563,0.83118117,-2.4355533,-2.6031458,1.3120617,1.76342,0.037522048,-1.255164,-1.6861231,1.8073465,-1.5244458,-0.3234938,-1.5688351,1.581719,0.7130708,4.095963,-1.1310561,2108,1947,2102,2014,2102,1947,1981,1957,2108,2093,2201,1524
Erlotinib,Dinaciclib,NCI.H520,lung,2403.5,-3.102161,-4.0072117,-9.181501,-6.3482027,-6.98757,-1.281172,-3.8239448,-6.488082,-9.040905,-2.669901,-4.591021,-6.4385753,-5.337081,-8.289166,-5.024453,-5.1100516,-8.188288,-5.438227,-6.2928576,-5.586626,-2.9450035,-7.967582,-3.0652328,-5.57331,-7.5878277,3612,3283,3511,3430,3511,3283,3290,3589,3612,3517,3754,2844
etoposide,915019-65-7,NCI.H520,lung,1153.5,9.227993,10.489232,6.4946656,7.2307463,5.924036,7.8311787,8.325759,11.725738,8.027322,5.567973,6.91777,12.618977,9.392516,9.231052,7.4125185,7.9945097,5.5525527,4.101124,13.014715,6.0826488,5.6313696,6.924253,6.930723,6.185292,5.8745956,316,232,331,294,331,232,227,382,316,329,187,273
etoposide,Erlotinib,NCI.H520,lung,299.5,-0.15847194,2.882469,3.686486,0.592992,4.0184107,-2.9584656,4.668333,4.3580112,1.924272,1.5902679,3.2563856,3.3875067,4.7007074,4.658842,2.9543283,0.6430464,4.827499,1.3999757,6.0098157,0.69560826,5.646006,3.8020093,4.793454,0.6413267,0.8266059,1285,1351,1296,1262,1296,1351,1361,1113,1285,1297,1089,1223
etoposide,MK-5108,NCI.H520,lung,3667.5,-1.393963,1.0920305,0.14582947,-0.5039056,0.009879828,-1.389427,2.9557228,0.69291127,0.23623197,1.5073758,-5.6153107,1.1451865,4.5420675,-2.415379,0.7615749,0.010861011,2.7505417,-5.4127707,1.5517231,0.9897411,4.912737,-2.9328158,1.977772,-1.3393435,-1.4263221,2090,2072,2090,2065,2090,2072,2092,2051,2090,2089,2055,2203
etoposide,Sunitinib,NCI.H520,lung,925.5,2.0439634,6.7260947,-4.6964874,-2.016085,-1.049501,3.845554,5.9812665,-0.64998376,1.1836884,1.3345295,1.92163,2.3603332,2.9694285,-2.517572,1.862169,-0.1002586,-0.79278064,-0.6183217,4.1016445,-0.5204189,1.4781939,0.9090597,2.406855,-0.13928398,2.4029257,1740,1584,1729,1705,1729,1584,1607,1814,1740,1740,1816,1890
geldanamycin,7-Ethyl-10-hydroxycamptothecin,NCI.H520,lung,2947.5,-7.0177135,-8.676092,-3.916138,-5.6566286,-3.5023267,-10.764871,-7.3180375,-11.454177,-6.4109316,-12.6601,-2.7849572,-5.754078,-6.1296616,-9.38401,-13.348098,-5.9653797,-4.799076,-9.282817,-6.1689796,-11.135652,-1.9879341,-8.804099,-6.822168,-9.081259,-7.040873,3862,3650,3786,3742,3786,3650,3656,3787,3862,3793,3938,3395
gemcitabine,Veliparib,NCI.H520,lung,4527.5,-10.678641,-3.8658195,-19.755396,-12.092804,-17.355259,-13.775239,-15.162339,-22.659428,-15.101428,-18.528702,-5.7591705,-18.544329,-2.6709409,-5.493159,-16.496162000000002,-0.5129511,-16.18981,-11.093826,-8.3055525,-11.810007,-9.29355,-21.779211,-9.74349,-10.571582,-12.43229,4287,4280,4306,4287,4306,4280,4276,4284,4287,4319,4327,4227
gemcitabine,MK-1775,NCI.H520,lung,281.5,-3.1223874,0.4024483,-0.7138331,-0.08812481,2.0065746,2.4067013,4.745903,4.7257686,3.7667964,3.447382,1.3306268,5.575028,3.9481833,0.45995593,0.2714805,-2.3009858,4.7704663,3.3762589,-2.1100686,-0.6994337,-0.14446211,0.4274137,3.2251456,1.7657822,1.9427941,1625,1529,1616,1578,1616,1529,1495,1526,1625,1625,1697,1587
gemcitabine,Niraparib,NCI.H520,lung,1655.5,3.6666284,10.556714,7.984929,6.4028873,6.8732605,6.1427984,3.6950753,4.370317,-0.18995519,-1.2156466,-0.6057021,0.5722648,2.386843,1.0606943,0.5622464,7.817034,6.9897246,3.365847,8.210729,2.1611476,4.353317,2.0086884,2.6416836,-0.15608403,8.064835,1055,1049,1016,1089,1016,1049,1047,1098,1055,1003,1151,1130
gemcitabine,temozolomide,NCI.H520,lung,3889.5,-16.9619,-25.265965,-22.69138,-21.501585,-17.113844,-18.304667,-22.860584,-25.859993,-31.208206,-23.047157,-17.072182,-26.445593,-25.507587,-20.58596,-20.24476,-13.775811,-26.696901,-26.96276,-24.349773,-9.641057,-25.3876,-32.495144,-26.954618,-26.39527,-19.992498,4965,4868,4938,4899,4938,4868,4868,4920,4965,4932,5054,4631
L-778123 free base,Veliparib,NCI.H520,lung,4403.5,-5.750464,-11.034386,-8.715932,-11.732746,-16.185345,-7.478285,-10.529215,-13.062655,-12.767784,-15.283245,-5.2984595,-13.108649,-10.876048,-5.8488326,-6.684443,-13.835826,-10.063769,-4.1553917,-11.205335,-1.5444105,-1.9763423,-19.482872,-6.4152856,-8.664847,-16.831142,4114,4024,4090,4064,4090,4024,4023,4239,4114,4102,4136,4047
L-778123 free base,Dasatinib,NCI.H520,lung,95.5,7.772281,9.370825,7.6020336,13.742482,7.544383,13.023442,10.083083,10.983853,10.199261,10.029161,7.1500053,7.075684,11.421406,9.051771,9.987644,7.754432,6.5416956,6.000226,7.421777,8.040204,8.265267,10.200599,8.253127,7.5271873,11.204136,196,158,222,184,222,158,155,273,196,226,188,153
L-778123 free base,Erlotinib,NCI.H520,lung,667.5,6.1608505,7.156781,6.045994,11.806186,4.615372,2.0940154,9.483854,9.675334,10.362034,7.063234,8.230538,10.013522,7.6003747,10.97456,6.199536,10.483605,6.2689853,9.755177,6.67377,6.23387,9.311969,9.996612,10.55067,7.6925316,4.0746555,301,520,315,310,315,520,492,323,301,317,256,315
L-778123 free base,gemcitabine,NCI.H520,lung,1955.5,4.1397004,7.479462,6.3168054,3.4558566,5.639985,4.519137,3.7793412,2.0394568,9.375665,2.189625,4.3282638,11.434896,6.136681,5.2138157,0.90237665,3.990279,8.73102,6.6518383,7.2716904,5.2285023,3.639208,7.6461163,3.6924138,1.8694267,4.9791317,727,671,740,703,740,671,669,748,727,741,785,696
L-778123 free base,891494-63-6,NCI.H520,lung,901.5,6.4139876,5.693485,3.3315017,8.199695,6.4995546,9.609278,4.2447233,8.707252,11.531728,5.582127,5.8080096,11.0434,6.6860766,14.380689,12.203028,9.143201,8.089935,6.3704724,6.543903,3.9624133,6.35646,6.4551845,6.9803553,5.8552012,6.052585,382,298,384,363,384,298,301,491,382,387,279,317
L-778123 free base,vinorelbine,NCI.H520,lung,3837.5,5.220083,-0.79339147,2.1862922,0.17372529,1.3363187,1.7952604,5.5764337,2.4021115,3.6222315,-6.2640214,2.919948,-3.0126922,1.4927984,-4.7202926,-3.2789736,-1.2930727,-0.62858564,0.8072602,2.6633492,4.438373,4.6237135,1.7615409,2.9946303,-2.4284484,3.8141885,1761,1918,1781,1812,1781,1918,1908,1612,1761,1793,1723,2303
Lapatinib,Erlotinib,NCI.H520,lung,623.5,-3.0152555,2.0008516,-1.5791029,0.31908482,-3.3866436,-5.2436247,-0.06935276,-0.6562861,1.0105526,-1.1060269,1.078546,-1.0471863,1.0989805,0.006482542,5.289187,5.233932,-2.8321059,1.6929528,1.2397614,2.2204378,-8.32712,1.2315735,-0.04660166,1.6040652,-2.900762,2194,2277,2207,2226,2207,2277,2302,2156,2194,2209,2108,2572
Lapatinib,MK-2206,NCI.H520,lung,4351.5,0.2786836,-0.21484368,0.5511794,-1.563236,-3.2773397,0.9400198,-2.25482,0.7158605,0.47879228,1.4915932,2.944701,0.6382837,-2.2940845,-9.676804,-1.7736261,0.60691386,-5.504186,1.0770186,-2.2960484,0.58308935,-6.4969587,-0.15080811,-2.777137,-1.24108,-1.1919833,2490,2424,2502,2465,2502,2424,2434,2215,2490,2503,2460,2940
Lapatinib,891494-63-6,NCI.H520,lung,3239.5,-1.3611698,-1.1868093,0.6035667,-4.045647,1.6619864,1.6163344,-7.202654,-1.8546594,-0.8135708,1.2675004,-1.6839659,2.4419253,-2.0247357,-2.272235,6.2357254,-1.185856,2.1351762,2.9009242,-3.1281881,-2.1671278,0.14550652,-4.85658,-8.220302,-0.20313737,-3.1018107,2455,2393,2467,2449,2467,2393,2400,2578,2455,2456,2528,2771
Lapatinib,topotecan,NCI.H520,lung,4579.5,-6.2269278,-4.143862,-8.963084,-4.8323326,-7.5598054,-6.813179,-4.3834476,-3.0109737,-4.567906,-5.6026087,-3.7846544,-8.632753,-2.2519057,0.9505528,-0.2124912,-4.6592574,-6.0293555,-2.5575995,-2.2933662,-18.110744,0.6213658,-5.4469204,-6.816366,-2.107401,-3.7892632,3357,3426,3346,3364,3346,3426,3433,3373,3357,3348,3316,3469
metformin,Dinaciclib,NCI.H520,lung,5117.5,-22.815737,-19.21082,-18.009321,-21.507034,-13.464467,-28.187141,-38.061493,-38.305656,-25.712439,-26.128122,-23.9918,-31.507109,-22.237465,-27.092445,-25.2316,-20.329477,-28.365946,-19.207129,-30.323036,-25.151264,-29.22521,-22.548782,-22.335287,-26.501951,-27.014156,5087,5031,5064,5040,5064,5031,5030,5084,5087,5058,5267,4873
metformin,MK-2206,NCI.H520,lung,4585.5,-12.347379,-11.238676,-10.866269,-17.55866,-14.474192,-9.655004,-10.834806,-11.260582,-17.678572,-16.97007,-11.172153,-10.1557865,-15.731149,-7.627137,-14.185096,-11.950131,-11.140494,-12.021554,-14.441822,-12.490655,-13.391827,-13.897429,-13.5837755,-13.659125,-18.282257,4448,4224,4358,4297,4358,4224,4227,4349,4448,4359,4357,3883
metformin,391210-10-9,NCI.H520,lung,2621.5,-5.2662754,-9.835389,-3.1708026,-3.8699753,-2.7370236,-1.1142426,1.1609919,-10.95689,-6.6782475,-6.9692497,-12.667248,-7.5017586,-9.538205,-3.2476125,1.020644,3.176434,-8.990036,-1.5981172,-4.98007,-7.2437153,0.31781814,-6.3154445,-18.599957,-10.513195,-3.9364867,3418,3659,3522,3573,3522,3659,3658,3459,3418,3508,3342,3992
metformin,Sorafenib,NCI.H520,lung,5365.5,-12.392088,-16.7085,-16.555225,-20.80575,-14.243018,-15.40127,-12.189684,-16.74206,-13.909863,-14.668152,-10.278705,-19.527248,-18.908148,-16.592249,-5.162097,-14.991091,-20.767065,-13.565144,-17.794353,-14.936991,-13.171184,-19.638449,-20.04082,-10.148327,-17.73208,4585,4405,4528,4465,4528,4405,4404,4546,4585,4524,4543,4108
methotrexate,Bortezomib,NCI.H520,lung,4257.5,-9.816768,-9.886593,-7.710245,-9.138909,-8.172467,-7.2027183,-11.118773,-11.708022,-8.860829,-8.925717,-11.728433,-7.6317163,-9.652912,-5.56029,-5.8509383,-4.8289857,-9.6185465,-10.9324,-13.115069,-8.208326,-6.1663623,-4.8102283,-5.1764264,-6.512487,-11.243448,4037,3794,3942,3897,3942,3794,3794,3952,4037,3937,4176,3409
methotrexate,Dasatinib,NCI.H520,lung,4039.5,0.39086795,-0.9588859,-2.547902,-1.2059145,-1.4329791,1.7464777,-4.7828183,-6.0124984,-1.8659465,-3.7444656,-5.6988463,-4.621567,-2.4955523,-1.4582032,-4.004058,-2.5748372,-4.7731524,-3.0590422,-1.6686412,-0.94814265,-5.161873,-4.3572345,-1.5859505,-4.627417,-2.2698262,2996,2758,2925,2877,2925,2758,2752,2983,2996,2922,3073,2357
methotrexate,geldanamycin,NCI.H520,lung,3819.5,-11.872044,-10.692969,-10.956628,-6.486852,-9.086495,-3.7775078,-12.157025,-8.964731,-4.203517,-5.2827396,-10.715998,-5.768488,-7.6590137,-7.4347277,-6.7696333,-8.096183,-7.43892,-6.5397406,-13.635885,-9.300518,-7.7227044,-6.728399,-10.558753,-9.676549,-3.4025319,3986,3732,3899,3849,3899,3732,3719,3971,3986,3897,3993,3460
methotrexate,L-778123 free base,NCI.H520,lung,3317.5,-0.5428236,-2.444076,-0.65649563,0.27413803,-7.1877756,-3.5296373,-1.8327252,-4.2972164,0.2435929,-5.2615223,-9.10547,-4.2642336,0.11683947,2.8348927,1.224565,-2.502052,0.88773775,2.1353796,-1.9736657,-3.68012,-2.1699193,-5.2043,-3.0830035,-5.645868,0.19084619,2781,2843,2790,2798,2790,2843,2826,2881,2781,2785,2776,2953
methotrexate,891494-63-6,NCI.H520,lung,3291.5,1.6702974,-5.125289,-1.5473877,-1.3041703,1.660846,4.337521,-2.376785,-17.56764,2.6346643,-4.384908,-10.324853,-2.9248374,-0.23054902,6.152091,0.8443111,-0.62731606,-2.0099907,-10.316274,2.9334369,-2.2160964,9.922644,-1.1656564,0.98419833,1.8938644,-3.3862677,2431,3098,2518,2789,2518,3098,3123,2463,2431,2511,2386,3609
methotrexate,temozolomide,NCI.H520,lung,2769.5,-12.77069,-13.978832,-25.155325,-20.092274,-16.0066,-24.421534,-21.151003,-15.268721,-35.02928,-23.768742,-20.076637,-23.89694,-22.043959,-28.182737,-27.65426,-24.948196,-25.051615,-11.459204,-13.624302,-27.210398,-24.315012,-23.131569,-31.61168,-25.801096,-15.46297,4929,4870,4907,4881,4907,4870,4874,4978,4929,4900,4838,4494
mitomycin C,Erlotinib,NCI.H520,lung,4787.5,-7.1305666,-5.0042276,-2.9165437,-2.2737021,-1.2272854,1.35109,-7.099394,-1.6753322,-2.272405,-4.163758,-0.65057546,-2.965926,-3.847784,-2.642614,-7.3811274,-1.7619734,-0.072352655,-0.031493127,-5.689569,-0.96138346,1.8094035,-4.032686,0.16667391,-2.5160244,-4.895365,2938,2726,2903,2858,2903,2726,2731,2907,2938,2912,2937,2592
mitomycin C,L-778123 free base,NCI.H520,lung,3933.5,4.960506,1.2607865,5.4344044,3.1509235,2.8721945,3.0663145,1.4517237,3.4192517,8.633236,4.79253,3.8752463,6.887875,3.8110023,6.2816386,1.0464811,1.2066613,3.9132004,10.486125,5.7933908,5.66567,5.364584,6.751904,2.7936041,2.4933832,2.5948267,913,860,921,878,921,860,864,1019,913,921,971,702
mitomycin C,temozolomide,NCI.H520,lung,5345.5,-21.328491,-18.98412,-24.48676,-28.938015,-24.290628,-16.746656,-18.673191,-21.806149,-19.674114,-27.041162,-21.907412,-20.733757,-19.679195,-21.22833,-21.706612,-19.29789,-29.710333,-33.152225,-23.114073,-18.685621,-19.705791,-29.551533,-32.905933,-25.956182,-30.351496,5037,4911,4982,4943,4982,4911,4911,4914,5037,4981,5609,4822
mitomycin C,Vorinostat,NCI.H520,lung,1903.5,-0.5567724,-2.0170243,-3.5403123,-2.4871733,-3.4730444,-1.6380241,-2.2894516,0.028713435,-0.42397568,-3.4244654,2.717293,-1.4909936,-2.7942226,-5.6109805,-0.2867982,2.3333552,-4.617335,-1.4876355000000001,-0.48541686,-0.9384936,0.068448775,-4.5844545,-2.3718174,-3.5185637,-3.8336518,2728,2454,2681,2588,2681,2454,2452,2747,2728,2694,2810,2270
MK-2206,915019-65-7,NCI.H520,lung,1305.5,3.7513995,8.792202,7.440996,5.074262,9.846681,9.232649,9.171674,11.371067,7.918473,5.4651246,6.4148145,8.228268,9.943236,12.241177,10.536338,1.9592507,13.183057,5.2533545,7.3563166,7.103152,9.737876,8.761169,13.204782,6.367971,12.964838,282,270,278,286,278,270,263,300,282,280,274,375
MK-2206,Bortezomib,NCI.H520,lung,3243.5,0.4993272,-0.06863336,-1.2451586,-1.5577537,-3.8694746,-4.9753594,-3.8216858,1.2499655,-2.0073545,-2.1755152,-5.050155,-5.7782497,-3.955911,-2.4515376,-2.2500057,-4.1128244,-6.0355573,1.7471167,-5.372787,-1.7659903,-1.7994446,-2.3309374,-2.0643492,-2.8947089,-1.0967212,2922,2778,2867,2840,2867,2778,2792,2850,2922,2854,2915,2373
MK-2206,Erlotinib,NCI.H520,lung,2223.5,2.6340997,3.306891,2.5491707,5.1977596,2.046253,0.5653681,4.3012557,4.9360156,6.1278076,2.9774091,3.2313502,7.1810136,5.2413435,3.0534968,5.1377873,3.9047315,3.1681428,2.4677088,3.761886,4.219892,1.091687,5.3904624,5.0385804,0.45699438,2.829507,1034,975,1073,987,1073,975,981,1057,1034,1074,1061,829
Niraparib,Dinaciclib,NCI.H520,lung,3923.5,-2.468825,-1.0905341,-8.979366,-1.5166173,-3.753803,0.5266875,-3.0181384000000002,-6.820867,-5.8437176,-6.194185,-3.719369,-5.7917404,-8.635775,-11.821599,-5.692421,-5.844933,-7.9017215,-5.0450377,-4.2771406,-2.1081262,-5.4426827,0.10770157,-0.20296687,-1.4095016,-0.6394529,3260,3202,3233,3228,3233,3202,3199,3198,3260,3240,3338,3280
Niraparib,891494-63-6,NCI.H520,lung,555.5,1.9575593,8.997299,4.1432834,9.122829,5.472638,3.8946798,4.8386707,3.39018,-2.8895957,2.1721165,1.4731977,3.0711906,-3.315525,-2.903401,5.619298,3.94283,5.0307717,2.0212255,11.404181,2.643765,1.9260951,-4.6029043,-1.0658873,-0.62391,4.0952296,1353,1589,1306,1469,1306,1589,1569,1195,1353,1287,1299,1896
Niraparib,Eloxatin (TN),NCI.H520,lung,1737.5,-0.8481062,0.04747964,-0.67846763,1.4993918,-0.43938893,-2.4527235,1.0935756,-0.3125144,-1.045188,-0.4328043,-2.486085,-1.0383455,0.91697663,-1.5497892,-0.25592887,0.6806012,-3.5720758,0.89041454,0.7291879,-5.0961065,6.220727,-6.251331,-1.5099212,-3.0844197,-1.5692925,2420,2240,2394,2323,2394,2240,2240,2328,2420,2394,2331,2292
MK-5108,Eloxatin (TN),NCI.H520,lung,3109.5,-4.292551,-3.0160344,-2.4915915,-4.8055506,-4.4480777,-7.3995905,-3.613272,-4.21699,-2.0629077,-0.3110452,-6.7250996,-4.102924,-6.5702043,-8.985385,-0.086156875,-6.5250506,-3.1572025,-0.42803037,-6.8836627,-2.0918841,-2.4707122,-9.939643,-2.0189462,-3.8933458,-3.6396918,3271,3182,3212,3192,3212,3182,3180,3208,3271,3201,3162,2937
Deforolimus,topotecan,NCI.H520,lung,731.5,1.8091213,2.3572347,2.3159869,6.1288886,2.9597068,4.4572735,4.365825,4.921359,3.7014613,5.5650635,0.2674863,3.3179288,5.664413,7.0293694,4.1695595,3.5156827,2.9620888,7.8735514,4.674246,3.1933496,5.3559155,7.641151,2.116012,10.541613,7.9246798,840,738,840,803,840,738,752,926,840,840,923,712
paclitaxel,Veliparib,NCI.H520,lung,5455.5,-25.43993,-27.739927,-25.28731,-15.178529,-37.303185,-4.5611677,-31.77566,-42.00766,-20.475195,-31.140287,-20.070787,-14.051986,-5.794666,-8.88316,-25.799688,-39.452007,-26.341051,-24.095045,-15.356409,-8.296074,-18.467064,-30.643456,-21.713074,-29.000626,-9.86465,4830,4971,4901,4949,4901,4971,4975,5011,4830,4916,4741,4989
